file,ismelody,program,instrument,notes,chordratio,avgpitch,pitchrange,rpat,dur,steps
"Brown Clarence Gatemouth/Never Ending Love for You.mid",F,87,Lead 8 (bass+lead),157,0.94,76,35,23,1.974,2
"Brown Clarence Gatemouth/Never Ending Love for You.mid",F,1,Bright Acoustic,187,0.37,58,55,5,0.810,115
"Brown Clarence Gatemouth/Never Ending Love for You.mid",F,45,Pizzicato Strings,563,0.51,49,29,5,0.135,351
"Brown Clarence Gatemouth/Never Ending Love for You.mid",F,48,String Ensemble 1,42,0.35,69,13,3,6.305,0
"Brown Clarence Gatemouth/Never Ending Love for You.mid",F,33,Electric Bass (finger),291,1.00,36,10,3,0.612,9
"Brown James/I Got the Feelin.mid",F,37,Slap Bass 2,469,1.00,38,13,21,0.483,193
"Brown James/I Got the Feelin.mid",F,56,Trumpet,332,1.00,69,24,27,0.425,45
"Brown James/I Got the Feelin.mid",F,65,Alto Sax,332,0.94,63,31,27,0.442,69
"Brown James/I Got the Feelin.mid",F,66,Tenor Sax,332,0.93,58,19,26,0.442,32
"Brown James/I Got the Feelin.mid",F,67,Baritone Sax,334,1.00,47,24,29,0.408,78
"Brown James/I Got the Feelin.mid",F,27,Electric Guitar (clean),140,0.24,63,19,17,0.358,93
"Brown James/I Got the Feelin.mid",F,27,Electric Guitar (clean),275,1.00,46,13,19,0.583,3
"Brown James/I Got the Feelin.mid",F,66,Tenor Sax,53,1.00,63,21,10,0.525,4
"Brown James/I Got the Feelin.mid",F,53,Voice Oohs,296,1.00,65,19,51,0.525,90
"Brown James/Try Me.mid",F,35,Fretless Bass,325,1.00,38,19,5,0.513,224
"Brown James/Try Me.mid",F,4,Electric Piano 1,263,0.55,60,30,5,1.286,19
"Brown James/Try Me.mid",F,48,String Ensemble 1,92,0.52,87,19,2,2.378,17
"Brown James/Try Me.mid",F,56,Trumpet,304,0.38,59,19,6,0.211,108
"Brown James/Try Me.mid",F,53,Voice Oohs,88,0.44,60,12,3,0.703,15
"Brown James/Try Me.mid",T,66,Tenor Sax,206,1.00,60,14,10,0.810,22
"Brown James/Try Me.mid",F,65,Alto Sax,120,1.00,61,14,4,0.404,35
"Bruce Hornsby & The Range/Stander on the Mountain.mid",T,54,Synth Voice,406,1.00,72,15,41,0.326,69
"Bruce Hornsby & The Range/Stander on the Mountain.mid",F,33,Electric Bass (finger),299,1.00,43,16,19,0.880,172
"Bruce Hornsby & The Range/Stander on the Mountain.mid",F,50,SynthStrings 1,157,0.37,64,19,14,2.354,84
"Bruce Hornsby & The Range/Stander on the Mountain.mid",F,91,Pad 4 (choir),183,0.70,61,22,12,0.789,13
"Bruce Hornsby & The Range/Stander on the Mountain.mid",F,0,Acoustic Grand,158,0.46,66,50,11,0.258,79
"Bruce Hornsby & The Range/Stander on the Mountain.mid",F,0,Acoustic Grand,27,0.53,62,24,4,0.549,6
"Bruce Hornsby/The Way It Is.3.mid",T,3,Honky-Tonk,256,1.00,70,14,32,0.429,75
"Bruce Hornsby/The Way It Is.3.mid",F,39,Synth Bass 2,319,1.00,35,20,8,1.012,130
"Bruce Hornsby/The Way It Is.3.mid",F,50,SynthStrings 1,234,0.60,62,34,7,2.075,17
"Bruce Hornsby/The Way It Is.3.mid",F,27,Electric Guitar (clean),210,0.79,65,26,15,0.971,38
"Bruce Hornsby/The Way It Is.3.mid",F,1,Bright Acoustic,157,0.65,70,36,20,0.558,13
"Bruce Hornsby/The Way It Is.3.mid",F,1,Bright Acoustic,468,0.62,64,34,23,0.871,58
"Bruce Springsteen/Born in the U.S.A..3.mid",F,33,Electric Bass (finger),309,1.00,32,20,15,0.714,211
"Bruce Springsteen/Born in the U.S.A..3.mid",F,29,Overdriven Guitar,22,0.50,54,12,1,15.776,8
"Bruce Springsteen/Born in the U.S.A..3.mid",T,62,SynthBrass 1,353,1.00,65,9,23,0.682,72
"Bruce Springsteen/Born in the U.S.A..3.mid",F,2,Electric Grand,156,0.50,71,55,15,1.286,78
"Bruce Springsteen/Born in the U.S.A..3.mid",F,51,SynthStrings 2,316,0.34,71,17,4,1.057,58
"Bruce Springsteen/Born in the U.S.A..3.mid",F,29,Overdriven Guitar,263,0.50,62,14,3,0.690,92
"Bruce Springsteen/Born in the U.S.A..3.mid",F,1,Bright Acoustic,312,0.35,71,17,5,1.076,32
"Bruce Springsteen/Born in the U.S.A..3.mid",F,25,Acoustic Guitar (steel),396,0.35,67,8,3,0.349,18
"Bruce Springsteen/Born to Run.mid",F,39,Synth Bass 2,1124,1.00,45,23,6,0.453,21
"Bruce Springsteen/Born to Run.mid",F,1,Bright Acoustic,417,0.50,62,36,18,1.438,96
"Bruce Springsteen/Born to Run.mid",T,27,Electric Guitar (clean),447,1.00,71,19,51,1.031,226
"Bruce Springsteen/Born to Run.mid",F,63,SynthBrass 2,449,1.00,67,19,51,1.026,250
"Bruce Springsteen/Born to Run.mid",F,25,Acoustic Guitar (steel),450,1.00,63,19,49,1.018,238
"Bruce Springsteen/Born to Run.mid",F,27,Electric Guitar (clean),447,1.00,59,17,51,1.031,226
"Bruce Springsteen/Born to Run.mid",F,25,Acoustic Guitar (steel),449,1.00,79,19,51,1.026,250
"Bruce Springsteen/Born to Run.mid",F,26,Electric Guitar (jazz),450,1.00,75,19,49,1.018,238
"Bruce Springsteen/Born to Run.mid",F,39,Synth Bass 2,1124,1.00,45,23,6,0.453,21
"Bruce Springsteen/Born to Run.mid",F,1,Bright Acoustic,417,0.50,62,36,18,1.438,96
"Bruce Springsteen/Born to Run.mid",F,27,Electric Guitar (clean),447,1.00,71,19,51,1.031,226
"Bruce Springsteen/Born to Run.mid",F,63,SynthBrass 2,449,1.00,67,19,51,1.026,250
"Bruce Springsteen/Born to Run.mid",F,25,Acoustic Guitar (steel),450,1.00,63,19,49,1.018,238
"Bruce Springsteen/Born to Run.mid",T,27,Electric Guitar (clean),447,1.00,59,17,51,1.031,226
"Bruce Springsteen/Born to Run.mid",F,25,Acoustic Guitar (steel),449,1.00,79,19,51,1.026,250
"Bruce Springsteen/Born to Run.mid",F,26,Electric Guitar (jazz),450,1.00,75,19,49,1.018,238
"Bruce Springsteen/Cover Me.mid",F,49,String Ensemble 2,97,0.45,72,40,7,7.115,1
"Bruce Springsteen/Cover Me.mid",F,33,Electric Bass (finger),448,0.99,35,15,7,0.521,152
"Bruce Springsteen/Cover Me.mid",F,45,Pizzicato Strings,723,0.99,65,24,3,0.104,8
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,269,0.84,74,33,38,0.505,66
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,321,1.00,75,10,54,0.607,154
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,606,0.33,69,10,57,0.458,408
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,608,0.34,69,20,58,0.458,408
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,20,0.34,73,14,58,4.688,0
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,15,1.00,71,16,62,0.622,5
"Bruce Springsteen/Cover Me.mid",F,0,Acoustic Grand,6,0.50,77,12,62,1.086,4
"Bruce Springsteen/Dancing in the Dark.4.mid",F,33,Electric Bass (finger),468,0.79,36,19,1,1.294,246
"Bruce Springsteen/Dancing in the Dark.4.mid",F,27,Electric Guitar (clean),278,0.50,60,30,22,2.271,22
"Bruce Springsteen/Dancing in the Dark.4.mid",T,26,Electric Guitar (jazz),354,1.00,75,12,22,0.698,173
"Bruce Springsteen/Dancing in the Dark.4.mid",F,5,Electric Piano 2,342,0.70,62,16,18,1.253,161
"Bruce Springsteen/Dancing in the Dark.4.mid",F,48,String Ensemble 1,278,0.50,72,30,22,2.271,22
"Bruce Springsteen/Dancing in the Dark.4.mid",F,24,Acoustic Guitar (nylon),672,0.38,58,28,13,0.797,224
"Bruce Springsteen/Dancing in the Dark.4.mid",F,60,French Horn,100,0.83,62,7,5,1.115,36
"Bruce Springsteen/Human Touch.mid",F,35,Fretless Bass,550,0.98,41,14,12,0.878,233
"Bruce Springsteen/Human Touch.mid",F,54,Synth Voice,117,0.45,59,16,5,2.852,5
"Bruce Springsteen/Human Touch.mid",F,4,Electric Piano 1,362,0.46,59,31,8,1.951,38
"Bruce Springsteen/Human Touch.mid",F,24,Acoustic Guitar (nylon),403,0.56,61,30,23,0.836,103
"Bruce Springsteen/Human Touch.mid",F,48,String Ensemble 1,154,0.60,69,19,7,2.349,23
"Bruce Springsteen/Human Touch.mid",F,25,Acoustic Guitar (steel),361,0.46,63,27,20,1.167,132
"Bruce Springsteen/Human Touch.mid",T,26,Electric Guitar (jazz),471,1.00,71,21,24,0.576,232
"Bruce Springsteen/I'm On Fire.1.mid",F,32,Acoustic Bass,389,1.00,46,19,6,0.804,35
"Bruce Springsteen/I'm On Fire.1.mid",F,24,Acoustic Guitar (nylon),83,0.40,62,15,6,4.367,20
"Bruce Springsteen/I'm On Fire.1.mid",F,0,Acoustic Grand,29,1.00,65,7,4,0.631,17
"Bruce Springsteen/I'm On Fire.1.mid",F,54,Synth Voice,23,0.43,62,12,3,4.417,4
"Bruce Springsteen/I'm On Fire.1.mid",T,26,Electric Guitar (jazz),109,1.00,67,12,10,0.933,61
"Bruce Springsteen/Streets of Philadelphia.1.mid",F,35,Fretless Bass,87,1.00,34,9,4,4.016,15
"Bruce Springsteen/Streets of Philadelphia.1.mid",F,89,Pad 2 (warm),72,0.29,53,26,1,5.812,41
"Bruce Springsteen/Streets of Philadelphia.1.mid",T,35,Fretless Bass,227,1.00,54,14,32,0.508,84
"Bruce Springsteen/Streets of Philadelphia.1.mid",F,50,SynthStrings 1,76,0.58,67,37,10,6.034,1
"Bruce Springsteen/Streets of Philadelphia.1.mid",F,52,Choir Aahs,240,0.33,62,17,1,0.500,190
"Bruce Springsteen/Streets of Philadelphia.mid",T,26,Electric Guitar (jazz),184,1.00,54,14,33,0.558,53
"Bruce Springsteen/Streets of Philadelphia.mid",F,89,Pad 2 (warm),54,0.35,56,10,1,5.450,42
"Bruce Springsteen/Streets of Philadelphia.mid",F,35,Fretless Bass,95,1.00,34,16,5,2.975,11
"Bruce Springsteen/Streets of Philadelphia.mid",F,52,Choir Aahs,127,1.00,54,4,2,0.708,97
"Bruce Springsteen/Streets of Philadelphia.mid",F,49,String Ensemble 2,32,0.70,77,38,4,4.683,0
"Bruce Springsteen/Streets of Philadelphia.mid",F,88,Pad 1 (new age),13,1.00,84,13,2,7.375,0
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,33,Electric Bass (finger),830,1.00,34,14,3,0.479,264
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,50,SynthStrings 1,91,0.34,61,24,3,5.383,29
"Brunner & Brunner/Immer wieder, immer mehr.mid",T,75,Pan Flute,327,1.00,73,17,23,0.841,82
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,27,Electric Guitar (clean),106,1.00,56,24,8,1.635,4
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,100,FX 5 (brightness),88,1.00,71,21,5,1.992,1
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,27,Electric Guitar (clean),228,1.00,59,20,9,2.406,0
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,25,Acoustic Guitar (steel),714,0.33,61,17,4,0.607,630
"Brunner & Brunner/Immer wieder, immer mehr.mid",F,5,Electric Piano 2,61,0.70,63,19,9,2.289,0
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",T,66,Tenor Sax,352,1.00,68,25,16,0.766,79
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,33,Electric Bass (finger),873,1.00,33,16,7,0.521,174
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,114,Steel Drums,1792,0.98,67,19,8,0.180,449
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,100,FX 5 (brightness),174,0.50,80,26,2,0.487,10
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,25,Acoustic Guitar (steel),1004,0.50,66,9,2,0.482,985
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,24,Acoustic Guitar (nylon),124,0.69,66,24,13,0.693,12
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,52,Choir Aahs,5,0.33,62,14,1,6.229,0
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,27,Electric Guitar (clean),13,0.57,63,8,2,1.112,2
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,28,Electric Guitar (muted),200,1.00,58,9,2,0.156,34
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,38,Synth Bass 1,504,0.50,63,10,2,0.208,436
"Brunner & Brunner/Schenk' mir diese eine Nacht.mid",F,5,Electric Piano 2,262,1.00,64,19,18,1.130,80
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,64,Soprano Sax,345,1.00,35,17,5,1.109,208
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,51,SynthStrings 2,31,0.89,50,19,1,7.299,3
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",T,11,Vibraphone,248,1.00,58,20,23,0.857,56
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,3,Honky-Tonk,26,0.67,70,10,5,0.740,3
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,52,Choir Aahs,259,0.61,62,14,20,0.779,125
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,9,Glockenspiel,70,1.00,80,13,4,0.258,3
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,49,String Ensemble 2,99,1.00,86,27,4,2.148,0
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,77,Skakuhachi,81,1.00,82,10,10,1.031,5
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,77,Skakuhachi,126,1.00,74,14,15,1.273,28
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,25,Acoustic Guitar (steel),779,0.33,53,17,1,0.229,446
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,119,Reverse Cymbal,1,1.00,48,0,0,1.927,0
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,46,Orchestral Strings,890,1.00,54,10,1,0.143,267
"Brunner & Brunner/Shananana (lass' uns leben).1.mid",F,46,Orchestral Strings,100,1.00,54,10,1,0.146,30
"Brunner & Brunner/Weil dein Herz dich verrat.mid",T,65,Alto Sax,293,1.00,59,14,8,1.023,88
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,39,Synth Bass 2,738,1.00,35,12,3,0.427,212
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,25,Acoustic Guitar (steel),179,0.81,60,20,15,2.083,10
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,25,Acoustic Guitar (steel),210,0.50,81,22,5,1.031,70
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,45,Pizzicato Strings,417,0.34,71,80,9,0.198,328
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,12,Marimba,63,1.00,64,24,5,0.354,2
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,52,Choir Aahs,293,0.50,68,22,8,1.083,88
"Brunner & Brunner/Weil dein Herz dich verrat.mid",F,50,SynthStrings 1,295,0.43,67,22,19,1.732,55
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,0,Acoustic Grand,633,0.55,58,50,35,0.927,44
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,33,Electric Bass (finger),204,1.00,47,16,21,0.818,92
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,25,Acoustic Guitar (steel),47,1.00,76,17,7,0.651,17
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",T,54,Synth Voice,320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,24,Acoustic Guitar (nylon),320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,48,String Ensemble 1,320,1.00,77,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,38,Synth Bass 1,66,0.43,60,31,15,1.594,20
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,27,Electric Guitar (clean),21,1.00,59,12,2,0.625,2
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,119,Reverse Cymbal,2,1.00,64,0,1,2.432,0
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,0,Acoustic Grand,633,0.55,58,50,35,0.927,44
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,33,Electric Bass (finger),204,1.00,47,16,21,0.818,92
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,25,Acoustic Guitar (steel),47,1.00,76,17,7,0.651,17
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,54,Synth Voice,320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",T,24,Acoustic Guitar (nylon),320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,48,String Ensemble 1,320,1.00,77,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,38,Synth Bass 1,66,0.43,60,31,15,1.594,20
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,27,Electric Guitar (clean),21,1.00,59,12,2,0.625,2
"Bryan Adams/(Everything I Do) I Do It For You.1.mid",F,119,Reverse Cymbal,2,1.00,64,0,1,2.432,0
"Bryan Adams/(Everything I Do) I Do It For You.mid",T,54,Synth Voice,320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,24,Acoustic Guitar (nylon),320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,0,Acoustic Grand,464,0.59,63,31,34,0.828,98
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,0,Acoustic Grand,320,0.88,48,34,65,1.141,79
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,33,Electric Bass (finger),204,1.00,47,16,21,0.818,92
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,25,Acoustic Guitar (steel),47,1.00,76,17,7,0.651,17
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,48,String Ensemble 1,320,1.00,77,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,38,Synth Bass 1,66,0.43,60,31,15,1.594,20
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,27,Electric Guitar (clean),21,1.00,59,12,2,0.625,2
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,119,Reverse Cymbal,2,1.00,64,0,1,2.432,0
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,54,Synth Voice,320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.mid",T,24,Acoustic Guitar (nylon),320,1.00,65,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,0,Acoustic Grand,464,0.59,63,31,34,0.828,98
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,0,Acoustic Grand,320,0.88,48,34,65,1.141,79
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,33,Electric Bass (finger),204,1.00,47,16,21,0.818,92
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,25,Acoustic Guitar (steel),47,1.00,76,17,7,0.651,17
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,48,String Ensemble 1,320,1.00,77,24,44,0.688,50
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,38,Synth Bass 1,66,0.43,60,31,15,1.594,20
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,27,Electric Guitar (clean),21,1.00,59,12,2,0.625,2
"Bryan Adams/(Everything I Do) I Do It For You.mid",F,119,Reverse Cymbal,2,1.00,64,0,1,2.432,0
"Bryan Adams/Can't Stop This Thing We Started.4.mid",T,64,Soprano Sax,332,1.00,63,21,37,0.891,89
"Bryan Adams/Can't Stop This Thing We Started.4.mid",F,33,Electric Bass (finger),1037,1.00,37,17,7,0.289,847
"Bryan Adams/Can't Stop This Thing We Started.4.mid",F,16,Drawbar Organ,145,0.42,64,19,8,3.161,17
"Bryan Adams/Can't Stop This Thing We Started.4.mid",F,0,Acoustic Grand,279,0.38,57,27,15,1.773,144
"Bryan Adams/Can't Stop This Thing We Started.4.mid",F,28,Electric Guitar (muted),1146,0.82,75,30,20,0.448,384
"Bryan Adams/Can't Stop This Thing We Started.4.mid",F,29,Overdriven Guitar,815,0.66,57,38,39,0.677,123
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",T,75,Pan Flute,414,1.00,73,21,57,0.510,123
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,35,Fretless Bass,308,1.00,31,17,36,1.000,59
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,53,Voice Oohs,251,1.00,76,20,37,0.521,74
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,30,Distortion Guitar,9,0.36,51,27,5,3.115,1
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,0,Acoustic Grand,46,0.40,62,38,11,0.880,10
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,49,String Ensemble 2,37,0.62,57,13,10,3.130,0
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,89,Pad 2 (warm),6,0.40,59,9,4,4.781,1
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,24,Acoustic Guitar (nylon),396,0.80,60,32,51,0.521,50
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,25,Acoustic Guitar (steel),160,0.92,60,31,24,0.656,19
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,24,Acoustic Guitar (nylon),913,0.46,57,30,34,0.479,152
"Bryan Adams/Have Ever You Really Loved a Woman_.1.mid",F,25,Acoustic Guitar (steel),732,0.41,56,24,24,0.432,99
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,1,Bright Acoustic,34,0.38,58,53,4,1.271,1
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,33,Electric Bass (finger),373,1.00,30,16,46,0.701,110
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,25,Acoustic Guitar (steel),912,0.26,63,31,12,0.292,392
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",T,35,Fretless Bass,451,0.99,60,21,56,0.503,110
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,24,Acoustic Guitar (nylon),799,0.37,62,25,12,0.260,238
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,26,Electric Guitar (jazz),32,0.65,56,17,10,1.560,4
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,24,Acoustic Guitar (nylon),631,0.69,59,36,60,0.589,63
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,30,Distortion Guitar,11,0.33,59,17,4,2.846,0
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,89,Pad 2 (warm),38,0.46,57,17,16,3.109,0
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,49,String Ensemble 2,5,0.56,78,22,3,5.214,0
"Bryan Adams/Have Ever You Really Loved a Woman_.2.mid",F,120,Guitar Fret Noise,2,1.00,64,0,1,0.109,0
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,35,Fretless Bass,305,0.99,42,28,8,0.925,71
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,4,Electric Piano 1,174,0.48,64,37,16,2.183,24
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,24,Acoustic Guitar (nylon),365,0.64,62,40,20,1.000,71
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,48,String Ensemble 1,37,0.57,87,21,7,3.683,2
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",T,24,Acoustic Guitar (nylon),243,0.98,71,15,31,0.817,51
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,44,Tremolo Strings,103,0.51,59,13,15,1.775,36
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,49,String Ensemble 2,69,0.92,68,13,14,0.783,20
"Bryan Adams/Have Ever You Really Loved a Woman_.3.mid",F,49,String Ensemble 2,8,1.00,70,4,3,1.633,2
"Bryan Adams/Heaven.4.mid",T,85,Lead 6 (voice),333,1.00,63,17,36,0.442,63
"Bryan Adams/Heaven.4.mid",F,0,Acoustic Grand,385,0.51,59,22,24,0.775,66
"Bryan Adams/Heaven.4.mid",F,0,Acoustic Grand,167,0.59,48,21,27,1.500,47
"Bryan Adams/Heaven.4.mid",F,27,Electric Guitar (clean),122,0.67,61,27,23,0.958,4
"Bryan Adams/Heaven.4.mid",F,50,SynthStrings 1,97,0.99,80,19,8,2.325,21
"Bryan Adams/Heaven.4.mid",F,35,Fretless Bass,248,1.00,32,22,23,1.033,57
"Bryan Adams/Heaven.4.mid",F,92,Pad 5 (bowed),33,0.89,62,12,5,1.108,0
"Bryan Adams/Heaven.4.mid",F,88,Pad 1 (new age),30,1.00,76,5,1,0.383,12
"Bryan Adams/I Finally Found Someone.2.mid",F,35,Fretless Bass,139,1.00,40,22,9,1.658,69
"Bryan Adams/I Finally Found Someone.2.mid",F,0,Acoustic Grand,150,0.37,60,39,11,2.250,28
"Bryan Adams/I Finally Found Someone.2.mid",F,24,Acoustic Guitar (nylon),364,0.87,58,38,20,1.658,3
"Bryan Adams/I Finally Found Someone.2.mid",T,58,Tuba,312,1.00,65,22,43,0.600,87
"Bryan Adams/I Finally Found Someone.2.mid",F,0,Acoustic Grand,373,0.56,66,38,39,0.717,73
"Bryan Adams/I Finally Found Someone.2.mid",F,5,Electric Piano 2,129,1.00,67,18,21,0.767,29
"Bryan Adams/I Finally Found Someone.2.mid",F,0,Acoustic Grand,13,0.50,63,20,4,2.533,4
"Bryan Adams/I Finally Found Someone.2.mid",F,33,Electric Bass (finger),176,0.94,46,28,17,1.433,39
"Bryan Adams/I Finally Found Someone.2.mid",F,33,Electric Bass (finger),15,1.00,43,10,4,3.200,1
"Bryan Adams/I Finally Found Someone.2.mid",F,50,SynthStrings 1,313,1.00,65,22,43,0.600,87
"Bryan Adams/I Finally Found Someone.2.mid",F,42,Cello,373,0.56,66,38,39,0.708,73
"Bryan Adams/I Finally Found Someone.2.mid",F,35,Fretless Bass,139,1.00,40,22,9,1.658,69
"Bryan Adams/I Finally Found Someone.2.mid",F,0,Acoustic Grand,150,0.37,60,39,11,2.250,28
"Bryan Adams/I Finally Found Someone.2.mid",F,24,Acoustic Guitar (nylon),364,0.87,58,38,20,1.658,3
"Bryan Adams/I Finally Found Someone.2.mid",F,58,Tuba,312,1.00,65,22,43,0.600,87
"Bryan Adams/I Finally Found Someone.2.mid",T,0,Acoustic Grand,373,0.56,66,38,39,0.717,73
"Bryan Adams/I Finally Found Someone.2.mid",F,5,Electric Piano 2,129,1.00,67,18,21,0.767,29
